Video ID,Segment ID,Modality,Start frame,End frame,Duration(frames),Start time(s),End time(s),Duration(s),Violence Type (Video),Violence label(video),Video Type,Violence Type (Text),Texts,Memo,Violence(Sound) Type1,Sound type1,sound_start_frame1,sound_end_frame1,Violence(Sound) Type2,Sound type2,sound_start_frame2,sound_end_frame2,Violence(Sound) Type3,Sound type3,sound_start_frame3,sound_end_frame3,Violence(Sound) Type4,Sound type4,sound_start_frame4,sound_end_frame4,Violence(Sound) Type5,Sound type5,sound_start_frame5,sound_end_frame5,Violence(Sound) Type6,Sound type6,sound_start_frame6,sound_end_frame6,Violence(Sound) Type7,Sound type7,sound_start_frame7,sound_end_frame7,Violence(Sound) Type8,Sound type8,sound_start_frame8,sound_end_frame8,Violence(Sound) Type9,Sound type9,sound_start_frame9,sound_end_frame9,Violence(Sound) Type10,Sound type10,sound_start_frame10,sound_end_frame10,Violence(Sound) Type11,Sound type11,sound_start_frame11,sound_end_frame11,Filename,Segment Position
17,17_9,Unimodal(Video),1785,2112,328,59.56,70.47,10.91,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_Convenience Store Crooks Caught On Camera.mp4,9
17,17_10,Unimodal(Video),2113,2760,648,70.5,92.09,21.59,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_Convenience Store Crooks Caught On Camera.mp4,10
18,18_1,Unimodal(Video),0,570,571,0,19.02,19.02,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,1
18,18_2,Unimodal(Video),578,1638,1061,19.29,54.65,35.36,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,2
18,18_3,Unimodal(Video),1643,2035,393,54.82,67.9,13.08,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,3
18,18_4,Unimodal(Video),2046,2184,139,68.27,72.87,4.6,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,4
18,18_5,Unimodal(Video),2195,2315,121,73.24,77.24,4,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,5
18,18_6,Unimodal(Video),2325,2362,38,77.58,78.81,1.23,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,6
18,18_7,Unimodal(Video),2363,2525,163,78.85,84.25,5.4,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,7
18,18_8,Unimodal(Video),2526,3007,482,84.28,100.33,16.05,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,8
18,18_9,Unimodal(Video),3016,3340,325,100.63,111.44,10.81,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_Attack on store clerk caught on camera.mp4,9
19,19_1,Unimodal(Video),0,1,2,0,0.03,0.03,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,1
19,19_3,"Multimodal(Video, Text)",100,207,108,3.34,6.91,3.57,none,,Others,Violent,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,3
19,19_4,Unimodal(Video),210,802,593,7.01,26.76,19.75,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,4
19,19_5,Unimodal(Video),803,3422,2620,26.79,114.18,87.39,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,5
19,19_6,Unimodal(Video),3423,3518,96,114.21,117.38,3.17,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,6
19,19_7,Unimodal(Video),3532,3771,240,117.85,125.83,7.98,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,7
19,19_8,Unimodal(Video),3772,3831,60,125.86,127.83,1.97,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,8
19,19_9,Unimodal(Video),3832,6711,2880,127.86,223.92,96.06,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,9
19,19_10,Unimodal(Video),6727,7058,332,224.46,235.5,11.04,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,10
19,19_11,Unimodal(Video),7059,8159,1101,235.54,272.24,36.7,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,11
19,19_12,Unimodal(Video),8160,8321,162,272.27,277.64,5.37,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,12
19,19_13,Unimodal(Video),8322,9301,980,277.68,310.34,32.66,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,13
19,19_14,Unimodal(Video),9302,9566,265,310.38,319.19,8.81,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,14
19,19_15,Unimodal(Video),9567,9748,182,319.22,325.26,6.04,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,15
19,19_16,Unimodal(Video),9749,10116,368,325.29,337.54,12.25,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,16
19,19_17,Unimodal(Video),10117,10565,449,337.57,352.52,14.95,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,17
19,19_18,Unimodal(Video),10566,10769,204,352.55,359.33,6.78,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,18
19,19_19,Unimodal(Video),10785,10836,52,359.86,361.56,1.7,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,19
19,19_20,Unimodal(Video),10837,11056,220,301.59,368.9,67.31,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,20
19,19_21,Unimodal(Video),11057,11287,231,368.93,376.61,7.68,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,21
19,19_22,Unimodal(Video),11288,12781,1494,376.64,426.46,49.82,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,22
19,19_23,Unimodal(Video),12794,12944,151,426.89,431.9,5.01,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,23
19,19_24,Unimodal(Video),12960,13375,416,432.43,446.28,13.85,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,24
19,19_25,Unimodal(Video),13376,13499,124,446.31,450.42,4.11,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,25
19,19_26,Unimodal(Video),13500,13919,420,450.45,464.43,13.98,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,26
19,19_27,Unimodal(Video),13920,13949,30,464.46,465.43,0.97,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,27
19,19_28,Unimodal(Video),13950,15890,1941,465.46,530.2,64.74,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,28
19,19_29,"Multimodal(Video, Text)",15897,16001,105,530.43,533.9,3.47,none,,Others,Violent,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,29
20,20_1,"Multimodal(Video, Text)",0,141,142,0,4.7,4.7,violent,1,CCTV,Violent,TERRIFYING ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,1
20,20_2,"Multimodal(Video, Text)",156,200,45,5.21,6.67,1.46,violent,1,CCTV,Violent,TERRIFYING ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,2
20,20_3,Unimodal(Video),209,364,156,6.97,12.15,5.18,violent,1,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,3
20,20_4,Unimodal(Video),365,376,12,12.18,12.55,0.37,none,,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,4
20,20_5,Unimodal(Video),377,662,286,12.58,22.09,9.51,violent,1,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,5
20,20_6,Unimodal(Video),665,665,1,22.19,22.19,0,none,,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,6
20,20_7,Unimodal(Video),670,876,207,22.36,29.23,6.87,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,7
20,20_8,"Multimodal(Video, Text)",877,1249,373,29.26,41.67,12.41,non-violent,0,News,Violent,ARMED ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,8
20,20_9,Unimodal(Video),1250,1367,118,41.71,45.61,3.9,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,9
20,20_10,"Multimodal(Video, Text)",1368,1518,151,45.65,50.65,5,violent,1,CCTV,Violent,ARMED ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,10
20,20_11,Unimodal(Video),1571,2286,716,52.42,76.28,23.86,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,11
20,20_12,Unimodal(Video),2287,2308,22,76.31,77.01,0.7,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,12
20,20_13,Unimodal(Video),2309,2406,98,77.04,80.28,3.24,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,13
20,20_14,Unimodal(Video),2407,2414,8,80.31,80.55,0.24,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,14
20,20_15,Unimodal(Video),2415,2730,316,80.58,91.09,10.51,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,15
20,20_16,Unimodal(Video),2769,2926,158,92.39,97.63,5.24,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,16
20,20_17,Unimodal(Video),2933,3071,139,97.86,102.47,4.61,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,17
20,20_18,Unimodal(Video),3072,3134,63,102.5,104.57,2.07,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,18
20,20_19,Unimodal(Video),3135,3321,187,104.6,110.81,6.21,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,19
20,20_20,Unimodal(Video),3322,3405,84,110.84,113.61,2.77,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,20
20,20_21,Unimodal(Video),3406,3434,29,113.65,114.58,0.93,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Armed robbery caught on camera.mp4,21
21,21_1,Unimodal(Video),0,251,252,0,4.19,4.19,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,1
21,21_2,Unimodal(Video),264,1035,772,4.4,17.27,12.87,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,2
21,21_3,Unimodal(Video),1036,1110,75,17.28,18.52,1.24,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,3
21,21_4,Unimodal(Video),1128,1686,559,18.82,28.13,9.31,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,4
21,21_5,"Multimodal(Video, Text)",1687,1768,82,28.14,29.5,1.36,none,,News,Violent,GUNPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,5
21,21_6,Unimodal(Video),1776,2005,230,29.63,33.45,3.82,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,6
21,21_7,Unimodal(Video),2033,2511,479,33.92,41.89,7.97,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,7
21,21_8,Unimodal(Video),2512,2842,331,41.91,47.41,5.5,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,8
21,21_9,Unimodal(Video),2843,3132,290,47.43,52.25,4.82,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,9
21,21_10,Unimodal(Video),3133,3349,217,52.27,55.87,3.6,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,10
21,21_11,Unimodal(Video),3350,3492,143,55.89,58.26,2.37,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,11
21,21_12,Unimodal(Video),3513,3552,40,58.61,59.26,0.65,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,12
21,21_13,"Multimodal(Video, Text)",3553,3855,303,59.28,64.31,5.03,violent,1,CCTV,Violent,VIOLENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,13
21,21_14,Unimodal(Video),3856,3856,1,64.33,64.33,0,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,14
21,21_15,Unimodal(Video),3880,4926,1047,64.73,82.18,17.45,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,15
21,21_16,Unimodal(Video),4927,5376,450,82.2,89.69,7.49,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,16
21,21_17,Unimodal(Video),5398,6039,642,90.06,100.75,10.69,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,17
21,21_18,Unimodal(Video),6040,6122,83,100.77,102.14,1.37,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,18
21,21_19,Unimodal(Video),6123,6167,45,102.15,102.89,0.74,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,19
21,21_20,Unimodal(Video),6168,6209,42,102.9,103.59,0.69,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,20
21,21_21,Unimodal(Video),6210,6269,60,103.6,104.59,0.99,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,21
21,21_22,Unimodal(Video),6270,6319,50,104.6,105.42,0.82,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,22
21,21_23,Unimodal(Video),6320,6399,80,105.44,106.76,1.32,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21_Frightening 'jugging' robbery caught on camera.mp4,23
22,22_1,Unimodal(Video),0,203,204,0,6.77,6.77,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,1
22,22_2,Unimodal(Video),204,282,79,6.81,9.41,2.6,violent,1,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,2
22,22_3,Unimodal(Video),283,414,132,9.44,13.81,4.37,non-violent,0,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,3
22,22_4,Unimodal(Video),420,522,103,14.01,17.42,3.41,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,4
22,22_5,Unimodal(Video),525,1156,632,17.52,38.57,21.05,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,5
22,22_6,Unimodal(Video),1157,1270,114,38.61,42.38,3.77,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,6
22,22_7,Unimodal(Video),1271,1434,164,42.41,47.85,5.44,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,7
22,22_8,Unimodal(Video),1435,1662,228,47.88,55.46,7.58,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,8
22,22_9,Unimodal(Video),1663,1664,2,55.49,55.52,0.03,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,9
22,22_10,"Multimodal(Video, Text)",1665,1775,111,55.56,59.23,3.67,non-violent,0,CCTV,Violent,VIOLENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,10
22,22_11,Unimodal(Video),1776,2179,404,59.26,72.71,13.45,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,11
22,22_12,Unimodal(Video),2180,2682,503,72.74,89.49,16.75,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,12
22,22_13,Unimodal(Video),2683,2852,170,89.52,95.16,5.64,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,13
22,22_14,Unimodal(Video),2853,3232,380,95.2,107.84,12.64,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,14
22,22_15,Unimodal(Video),3233,3314,82,107.87,110.58,2.71,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,15
22,22_16,Unimodal(Video),3315,3401,87,110.61,113.48,2.87,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,16
22,22_17,Unimodal(Video),3402,3654,253,113.51,121.92,8.41,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,17
22,22_18,Unimodal(Video),3655,3950,296,121.96,131.8,9.84,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,18
22,22_19,Unimodal(Video),3951,4385,435,131.83,146.31,14.48,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_Violent Robbery Caught On Camera.mp4,19
23,23_1,Unimodal(Video),0,2,3,0,0.07,0.07,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_ATM Card Thieves CAUGHT in the Act on CCTV.mp4,1
23,23_2,Unimodal(Video),29,8477,8449,0.97,282.57,281.6,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_ATM Card Thieves CAUGHT in the Act on CCTV.mp4,2
23,23_3,Unimodal(Video),8497,8499,3,283.23,283.3,0.07,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_ATM Card Thieves CAUGHT in the Act on CCTV.mp4,3
24,24_1,Unimodal(Video),0,70,71,0,4.67,4.67,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24_RAW VIDEO Wild shootout in Northeast DC captured on home surveillance video  FOX 5 DC.mp4,1
24,24_2,"Multimodal(Video, Sound)",71,91,21,4.73,6.07,1.34,non-violent,0,CCTV,,,,Violent,Gunshot,71,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24_RAW VIDEO Wild shootout in Northeast DC captured on home surveillance video  FOX 5 DC.mp4,2
24,24_3,Unimodal(Video),92,335,244,6.13,22.33,16.2,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24_RAW VIDEO Wild shootout in Northeast DC captured on home surveillance video  FOX 5 DC.mp4,3
24,24_4,"Multimodal(Video, Sound)",336,353,18,22.4,23.53,1.13,non-violent,0,CCTV,,,,Violent,Gunshot,336,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24_RAW VIDEO Wild shootout in Northeast DC captured on home surveillance video  FOX 5 DC.mp4,4
